name,city,latitude,longitude,websites
SUBWAY,West Covina,34.068933,-117.927465,"http://subway.com/,http://www.subway.com/"
Popeyes Chicken and Biscuits,Rohnert Park,38.349539,-122.709102,http://www.popeyes.com/
Wendys,Kansas City,39.099408,-94.604055,"https://locations.wendys.com/united-states/mo/kansas-city/1601-w-12th-street,http://www.wendys.com/"
Boston Market,Fort Myers,26.553724,-81.872372,http://www.bostonmarket.com/
Burger King,Fairfield,38.273773,-122.034737,http://www.bk.com/
Taco Bell,Saint Louis,38.596347,-90.27063,http://www.tacobell.com/
SONIC Drive In,Ashdown,33.661813,-94.1187,"https://locations.sonicdrivein.com/ar/ashdown/990-s--constitution-ave-.html,http://www.sonicdrivein.com/,http://sonicdrivein.com/"
SUBWAY,Fargo,46.860419,-96.818956,"http://www.subway.com/,http://subway.com/"
Burger King,Snellville,33.801629,-84.042114,http://www.bk.com/
DJs Hot Dog Co,Greenwood,39.632083,-86.119721,"http://djshotdogs.com/,http://www.djshotdogs.com/"
Jack in the Box,Dallas,32.909722,-96.804942,"http://jackinthebox.com/,http://www.jackinthebox.com/"
Boston Market,Burke,38.77637,-77.265361,http://www.bostonmarket.com/
Waffle House,Hope Mills,34.983598,-78.963851,https://locations.wafflehouse.com/nc-hope-mills-1499
Pizza Hut,Spokane,47.627361,-117.372273,"https://www.pizzahut.com/,https://locations.pizzahut.com/wa/spokane/2630-e-29th-ave"
Burger King,Hermitage,41.226148,-80.452222,http://www.bk.com/
Dairy Queen,Barberton,41.023992,-81.610587,http://www.dairyqueen.com/
Culvers,Tomah,44.017299,-90.503438,"http://culvers.com/restaurants/tomah,http://www.culvers.com/restaurants/tomah"
McDonalds,Blue Island,41.67678,-87.680994,http://mcdonalds.com/
SUBWAY,Newburgh,41.504584,-74.059935,"http://www.subway.com/,http://subway.com/"
Steak n Shake,Evansville,37.977652,-87.456228,https://www.steaknshake.com/
Subway,Slidell,30.246949,-89.761184,http://www.subway.com/
Papa Johns Pizza,Houston,29.719682,-95.41886,https://www.papajohns.com/
Captain Ds,Lexington,37.990392,-84.520159,"https://locations.captainds.com/ky/lexington/167-e-reynolds-rd.html,http://www.captainds.com/,https://locations.captainds.com/ll/US/KY/Lexington/167-E-Reynolds-Rd"
Wild Ginger China Bistro,Cleveland,41.423078,-81.761787,http://www.wildgingercb.com/
SUBWAY,Louisville,39.930674,-105.133825,http://subway.com/
Burger King,Phoenix,33.524401,-112.116043,"http://www.burgerking.com/,http://www.bk.com/"
McDonalds,Summerfield,28.961692,-81.967845,http://mcdonalds.com/
KFC,Morgan Hill,37.130888,-121.636521,"https://www.kfc.com/store-locator?query=95037,http://www.kfc.com/"
Red Robin Gourmet Burgers and Brews,Chesapeake,36.777234,-76.225469,https://www.redrobin.com/
Jack in the Box,Huntsville,30.717874,-95.57204,"https://locations.jackinthebox.com/us/tx/huntsville/3005-state-highway-30-w,http://www.jackinthebox.com/locations/4702"
Subway,Utica,42.615774,-83.032671,http://www.subway.com/
Gold Star Hamburgers,Riverside,33.971098,-117.461739,http://goldstarhamburgers.com/
Dairy Queen,Hickory,35.755798,-81.335695,http://www.dairyqueen.com/
Dairy Queen,Deer Park,29.706693,-95.124159,http://www.dairyqueen.com/
Burger King,San Antonio,29.35154,-98.430473,"https://locations.bk.com/tx/san-antonio/3102-goliad-rd.html,http://www.bk.com/"
Arbys,Arlington,32.676161,-97.19849,"http://www.arbys.com/,http://arbys.com/"
Subway,Cary,35.736964,-78.798482,"http://www.subway.com/,http://subway.com/"
Captain Ds,Vicksburg,32.315276,-90.878181,https://locations.captainds.com/ll/US/MS/Vicksburg/3310-Pemberton-Square-Blvd
Burger King,Virginia Beach,36.784494,-76.000803,"http://bk.com/,https://locations.bk.com/va/virginia-beach/1609-general-booth-blvd.html,http://www.bk.com/"
Jack in the Box,Everett,47.89057,-122.258008,"https://locations.jackinthebox.com/us/wa/everett/11820-evergreen-way,http://www.jackinthebox.com/"
Hot Head Burritos,Columbus,39.980706,-82.827374,"http://hotheadburritos.com/,http://www.hotheadburritos.com/"
Black Cat Burrito,Boone,36.218446,-81.684083,http://blackcatburrito.com/
Pizza Hut,Tempe,33.407675,-111.95017,"http://www.pizzahut.com/,https://locations.pizzahut.com/az/tempe/808-w-broadway-rd"
VCU Compass Plaza,Richmond,37.54811,-77.453159,"http://www.vcu.edu/,http://vcu.edu/"
ChickfilA,Cary,35.829269,-78.769692,http://www.chick-fil-a.com/harrisonsquare
SONIC Drive In,Wilmer,32.590384,-96.67966,"https://locations.sonicdrivein.com/tx/wilmer/105-south-interstate-45.html,http://sonicdrivein.com/"
McDonalds,North Olmsted,41.415547,-81.924881,"http://mcdonalds.com/,https://www.mcdonalds.com/us/en-us/location/OH/NORTH-OLMSTED/27322-LORAIN-RD/817.html?cid=RF:YXT:RoN::Clicks"
Chipotle Mexican Grill,Rocky River,41.461362,-81.852972,"http://www.chipotle.com/,https://locations.chipotle.com/oh/fairview-park/21029-center-ridge-rd"
SUBWAY,River Falls,44.859848,-92.625574,"http://www.subway.com/,http://subway.com/"
McDonalds,Minneapolis,44.980248,-93.234559,"https://www.mcdonalds.com/us/en-us/location/MN/MINNEAPOLIS/407-15TH-AVE-SE/507.html?cid=RF:YXT:RoN::Clicks,http://mcdonalds.com/,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
McDonalds,San Francisco,37.775918,-122.40312,http://mcdonalds.com/
Jimmy Johns,Bellevue,47.61627,-122.196479,http://www.jimmyjohns.com/
Hi Rise Bakery,Denver,39.754681,-104.990255,http://www.hirisedenver.com/
Chipotle Mexican Grill,Charleston,32.785614,-79.936005,"http://www.chipotle.com/,https://locations.chipotle.com/sc/charleston/374-king-st"
Chipotle Mexican Grill,Henrico,37.653717,-77.615752,"http://www.chipotle.com/,https://locations.chipotle.com/va/richmond/11728-w-broad-st"
Slice of Life,Sebastopol,38.403698,-122.824455,http://www.thesliceoflife.com/
Burger King,Las Vegas,36.159117,-115.138005,http://www.bk.com/
Habibi Diner,Miami Beach,25.778077,-80.133313,http://www.habibidiner.com/
Subway,Anchorage,61.165314,-149.867431,"http://local.subway.com/FWPCons/frmSiteMainPage.aspx?CC=USA&LC=ENG&SS=10986-0,http://www.subway.com/"
Taco Bell,Monticello,45.299831,-93.796572,"http://www.tacobell.com/,http://tacobell.com/"
Checkers,Bladensburg,38.939729,-76.933737,"http://www.checkers.com/,https://locations.checkers.com/md/bladensburg/4850-annapolis-road,https://www.checkers.com/"
Subway,Hollywood,26.00762,-80.330734,http://www.subway.com/
Dairy Queen,Chesterton,41.633044,-87.072823,http://www.dairyqueen.com/
Zapopan Mexican Restaurant,Montevallo,33.089066,-86.86944,http://www.usdirectory.com/sl/4500175/index.htm?afid=1974andutm_source=citysearchandutm_medium=cpc
Popeyes Chicken and Biscuits,New Roads,30.692181,-91.470381,http://popeyes.com/
KFC,Alexandria,45.84972,-95.38663,"http://www.kfc.com/,https://www.kfc.com/store-locator?query=56308"
Alberte Restaurant With A Carribean Flavor,Lake Worth,26.572094,-80.114962,http://alberterestaurant.com/menu
Bob Evans,Bluefield,37.241414,-81.250243,http://bobevans.com/
Checkers,Leesburg,28.826768,-81.917444,"https://locations.checkers.com/fl/leesburg/2508-citrus-blvd.,http://www.checkers.com/"
Blimpie,New Port Richey,28.23717,-82.67048,"http://www.blimpie.com/,http://blimpie.com/"
Arbys,El Centro,32.767025,-115.556406,"http://arbys.com/,http://www.arbys.com/"
KFC,Oak Park,41.891501,-87.805139,http://www.kfc.com/
Subway,Lexington,37.984503,-84.460753,"http://www.subway.com/,http://subway.com/"
SUBWAY,Jamaica,40.685887,-73.793842,http://subway.com/
Taco Bell,Toledo,41.649266,-83.521584,"http://www.tacobell.com/,https://locations.tacobell.com/oh/toledo/708-front-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=002661andutm_content=website,https://locations.tacobell.com/oh/toledo/708-front-st.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=002661&utm_content=website"
McDonalds,Brooklyn,40.694565,-73.984205,"http://mcdonalds.com/,http://mcdonaldsnytristate.com/,http://www.mcdonaldsnytristate.com/"
Pizza Hut,Cleveland,41.363122,-81.685393,"http://www.pizzahut.com/,https://locations.pizzahut.com/oh/parma/7456-broadview-rd"
Subway,Concord,35.38917,-80.622814,http://www.subway.com/
Kipps Cheesesteak,El Paso,31.759679,-106.487595,http://kippscheesesteak.com/
Pizza Hut,Virginia Beach,36.781596,-76.189176,"http://www.pizzahut.com/,https://locations.pizzahut.com/va/virginia-beach/1830-kempsville-rd"
Pizza Hut,Woodruff,34.734538,-82.029333,"http://www.pizzahut.com/,https://locations.pizzahut.com/sc/woodruff/424-cross-anchor-rd"
Pizza Hut,Munroe Falls,41.139701,-81.440083,https://locations.pizzahut.com/oh/munroe-falls/24-munroe-falls-ave
Pizza Hut,Mount Pleasant,32.843589,-79.85409,"https://order.pizzahut.com/,https://locations.pizzahut.com/sc/mount-pleasant/565-belle-station-blvd"
Burger King,Ponchatoula,30.438245,-90.45435,"https://locations.bk.com/la/ponchatoula/910-west-pine-st.html,https://www.bk.com/,http://www.bk.com/"
Jasons Deli,Cary,35.760632,-78.740406,http://www.jasonsdeli.com/
McDonald's,Gautier,30.391944,-88.653501,"http://www.mcdonalds.com/,http://mcdonalds.com/"
El Pollo Loco,Hanford,36.322639,-119.673317,http://www.elpolloloco.com/
KFC,Bessemer,33.450029,-86.984813,"https://www.kfc.com/store-locator?query=35023,http://www.kfc.com/"
Burger King,Phoenix,33.799723,-112.06643,http://www.bk.com/
SUBWAY,Lenoir City,35.859886,-84.225649,http://www.subway.com/
Carls Jr,Las Vegas,36.195133,-115.129943,http://www.carlsjr.com/
Chipotle Mexican Grill,Modesto,37.64062,-121.00003,http://www.chipotle.com/
Burger King,Chipley,30.752085,-85.551473,http://www.bk.com/
KFC,Yuma,32.692293,-114.624909,
Bushs Chicken,Gatesville,31.432015,-97.728561,http://www.bushschicken.com/
Carls Jr,Fresno,36.790116,-119.790841,http://www.carlsjr.com/
Wendys,Loganville,33.839526,-83.906458,https://locations.wendys.com/united-states/ga/loganville/4331-atlanta-hwy-78
Jack in the Box,Benson,31.97978,-110.30802,http://www.jackinthebox.com/
SUBWAY,Roseville,38.763237,-121.255315,http://www.subway.com/
Wendys,Riverhead,40.930348,-72.679469,"http://wendys.com/,http://www.wendys.com/,https://locations.wendys.com/united-states/ny/riverhead/1165-rt-58"
Kolache Factory,McAllen,26.266875,-98.219643,https://locations.kolachefactory.com/tx-mcallen-028
SUBWAY,San Jose,37.337427,-121.888289,"http://www.subway.com/,http://subway.com/"
KFC,Yakima,46.599095,-120.562283,"http://kfc.com/,https://www.kfc.com/store-locator?query=98908"
KFC,Leesburg,28.817871,-81.887176,"http://kfc.com/,https://www.kfc.com/store-locator?query=34748"
Subway,Huntington Beach,33.686466,-117.971938,http://www.subway.com/
ChickfilA,Pineville,35.082376,-80.877214,http://www.chick-fil-a.com/carolinaplace
Waffle House,Wade,35.123482,-78.749956,"http://www.wafflehouse.com/,https://locations.wafflehouse.com/nc-wade-1829"
McDonalds,Arlington,38.879491,-77.111063,"http://mcdonalds.com/,http://www.mcdonalds.com/"
SUBWAY,Highland,42.65334,-83.576162,http://www.subway.com/
Jack in the Box,Humble,30.001681,-95.251049,"https://www.jackinthebox.com/locations/4775,http://www.jackinthebox.com/,https://locations.jackinthebox.com/us/tx/humble/18-wilson-rd"
Taco Bell,Cape Girardeau,37.311876,-89.552878,"https://locations.tacobell.com/mo/cape-girardeau/335-n-kingshighway-st.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=018941&utm_content=website,http://www.tacobell.com/"
Dairy Queen,Rocky Mount,36.991085,-79.898124,"http://www.dairyqueen.com/,http://dairyqueen.com/,http://www.arringtonmanagementgroup.com/"
Cardos Pizza of Waverly,Waverly,39.125176,-82.989056,http://www.cardoswaverly.com/
Taco Mayo,Norman,35.233326,-97.442129,"http://www.tacomayo.com/,http://tacomayo.com/"
Wg Grinders,Pickerington,39.919412,-82.782694,http://www.wggrinders.com/
McDonalds,Avon Lake,41.492595,-82.020154,"http://mcdonalds.com/,https://www.mcdonalds.com/us/en-us/location/OH/AVON-LAKE/32799-WALKER-RD/4821.html?cid=RF:YXT:RoN::Clicks,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
Jimmy Johns,Hanover Park,42.006793,-88.145108,http://www.jimmyjohns.com/
Wendys,Decatur,40.832848,-84.938309,"http://www.wendys.com/,https://locations.wendys.com/united-states/in/decatur/409-n-13th-street"
SUBWAY,Canton,42.331237,-83.429708,"http://www.subway.com/,http://subway.com/"
SONIC Drive In,Killeen,31.094037,-97.806439,"https://locations.sonicdrivein.com/tx/killeen/5303-john-david-drive.html,http://sonicdrivein.com/"
Wendys,Amsterdam,42.961373,-74.185666,https://locations.wendys.com/united-states/ny/amsterdam/101-towne-square
SONIC Drive In,Scottsboro,34.663748,-86.035629,"https://locations.sonicdrivein.com/al/scottsboro/824-s--broad-street.html,http://sonicdrivein.com/,http://www.sonicdrivein.com/"
Wendy's,Muscatine,41.45179,-91.02921,"https://locations.wendys.com/united-states/ia/muscatine/2519-park-avenue,http://www.wendys.com/"
Subway,Russell,38.86683,-98.855136,"http://subway.com/,http://www.subway.com/"
McDonalds,Webberville,42.662987,-84.197861,"http://mcdonalds.com/,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
Great Wraps,Newport News,37.086867,-76.475443,"http://greatwraps.com/,http://www.greatwraps.com/"
Subway,Yorktown,37.119521,-76.459147,"http://www.subway.com/,http://subway.com/"
Subway,Parkville,39.380087,-76.537117,http://www.subway.com/
Taco Bell,Avon,39.76359,-86.37963,"http://www.tacobell.com/,https://locations.tacobell.com/in/avon/8080-e-us-highway-36.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=005311&utm_content=website,https://locations.tacobell.com/in/avon/8080-e-us-highway-36.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=005311andutm_content=website"
McDonald's,Lafayette,40.418248,-86.8264,"http://www.mcdonalds.com/,http://mcdonalds.com/,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
SUBWAY,Logansport,40.763136,-86.331776,http://subway.com/
Taco Bell,Tinley Park,41.546035,-87.793463,"https://locations.tacobell.com/il/tinley-park/7224-w--191st-st-.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=026757andutm_content=website,http://www.locator.tacobell.com/,http://www.tacobell.com/"
KFC,Clarksville,36.624161,-87.431909,https://www.kfc.com/store-locator?query=37042
SUBWAY,Morrow,39.341671,-84.084074,http://subway.com/
Hardees,Saint Peters,38.7963,-90.666111,http://www.hardees.com/
SUBWAY,New London,41.086222,-82.400959,http://www.subway.com/
Fatburger,Clearwater,27.953815,-82.723679,http://www.fatburger.com/
Waffle House,Greenville,31.849263,-86.64003,"https://locations.wafflehouse.com/al-greenville-159,http://www.wafflehouse.com/"
Subway,Baton Rouge,30.472713,-91.110659,"http://www.subway.com/,http://subway.com/"
Dominos Pizza,Sulphur Springs,33.1142,-95.596219,"http://www.dominos.com/,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps,https://www.dominos.com/en/?redirect=homepage&utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps"
Taco Bell,Lithia,27.858742,-82.203474,"http://tacobell.com/,http://www.tacobell.com/"
SUBWAY,Akron,41.065499,-81.568684,http://www.subway.com/
SONIC Drive In,North Wilkesboro,36.196746,-81.1527,"http://sonicdrivein.com/,http://www.sonicdrivein.com/"
Dairy Queen,Orange,33.82612,-117.837793,http://www.dairyqueen.com/
Churchs Chicken,Houston,29.776459,-95.291995,"http://churchs.com/,http://www.churchs.com/"
SUBWAY,Sandusky,41.404541,-82.656408,http://www.subway.com/
Chipotle Mexican Grill,Columbus,40.143953,-82.989366,"https://locations.chipotle.com/oh/columbus/1140-polaris-pkwy,http://www.chipotle.com/"
Popeyes,Houston,29.703806,-95.604211,http://www.popeyes.com/
Jimmy Johns,Cuyahoga Falls,41.120142,-81.475098,"http://www.jimmyjohns.com/,https://online.jimmyjohns.com/"
KFC,Kilgore,32.390466,-94.864761,http://www.kfc.com/
SUBWAY,Cottondale,30.599395,-85.351133,"http://www.subway.com/,http://mylocal.subway.com/subwayecp/"
Charleys Grilled Subs,Des Moines,41.629403,-93.697867,http://www.charleyssteakery.com/
Arbys,Lansing,41.579917,-87.559198,http://www.arbys.com/
Subway,Sayre,35.335585,-99.594553,https://www.ta-petro.com/
McDonalds,Chula Vista,32.606714,-117.08297,http://mcdonalds.com/
Jimmy Johns,Franklin,42.51894,-83.224097,http://www.jimmyjohns.com/
Wendys,Edgewood,39.435858,-76.314162,"https://locations.wendys.com/united-states/md/edgewood/1950-pulaski-highway,http://www.wendys.com/"
Chipotle Mexican Grill,Oceanside,33.181893,-117.331652,"https://locations.chipotle.com/ca/oceanside/2611-vista-way,https://locations.chipotle.com/ca/oceanside/2611-vista-way?utm_source=extendednetworkandutm_medium=yextandutm_campaign=yext_listings"
House of Lee,Parkville,39.371597,-76.542521,http://www.houseofleeparkville.com/
SUBWAY,Northridge,34.238502,-118.555059,"http://www.subway.com/,http://subway.com/"
Red Robin Gourmet Burgers and Brews,San Jose,37.325628,-121.812564,https://www.redrobin.com/
Pizza Hut,Cape Coral,26.608829,-81.973583,https://locations.pizzahut.com/fl/cape-coral/2311-santa-barbara-blvd
Pizza Hut,Akron,41.083341,-81.579521,"https://locations.pizzahut.com/oh/akron/1591-copley-rd,http://www.pizzahut.com/"
Pizza Hut,Clemson,34.691433,-82.835197,https://locations.pizzahut.com/sc/clemson/1073-tiger-blvd
Pizza Hut,Concord,35.396604,-80.60835,https://locations.pizzahut.com/nc/concord/740-cabarrus-ave-w
Angelinas Pizza,Olmsted Falls,41.373504,-81.900901,http://www.angelinaspizza.com/
Boston Market,Pompano Beach,26.261945,-80.249334,http://www.bostonmarket.com/
Dominos Pizza,Chicago,41.802217,-87.589721,"https://www.dominos.com/en/?redirect=homepageandutm_source=yextandutm_medium=loclistandutm_campaign=localmaps,http://www.dominos.com/,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepageandutm_source=locallistingsandutm_medium=loclistandutm_campaign=localmaps"
Dominos Pizza,Kingwood,30.050925,-95.186593,"http://dominos.com/,https://www.dominos.com/en/?redirect=homepage"
Dominos Pizza,Walla Walla,46.05765,-118.345681,"https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepage&utm_source=locallistings&utm_medium=loclist&utm_campaign=localmaps"
BaskinRobbins,Bronx,40.82435,-73.892,http://www.baskinrobbins.com/
SUBWAY,Littleton,39.535843,-105.014959,http://subway.com/
Freddys Frozen Custard Steakburgers,Katy,29.784469,-95.791143,http://freddysusa.com/
McDonalds,Magnolia,30.212747,-95.753694,http://mcdonalds.com/
Jack in the Box,Spring,30.053214,-95.433965,"http://www.jackinthebox.com/,https://locations.jackinthebox.com/us/tx/spring/19715-holzwarth-rd"
McDonalds,Huntington Beach,33.691138,-117.989273,"http://www.mcdonalds.com/,http://mcdonalds.com/"
Hardees Red Burrito,Dundee,28.018259,-81.631772,"http://hardees.com/,http://www.hardees.com/"
KFC,Toledo,41.675206,-83.706362,
KFC,Columbus,39.957485,-83.042103,"http://www.kfc.com/,http://kfc.com/"
Taco Bell,Bend,44.061284,-121.302072,"https://locations.tacobell.com/or/bend/1104-ne-3rd-st.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=001435&utm_content=website,http://www.tacobell.com/,http://tacobell.com/"
Subway,Rochester,43.202949,-77.561238,"http://www.subway.com/,http://subway.com/"
McDonalds,San Antonio,29.39755,-98.557592,http://mcdonalds.com/
Pizza Hut,Englewood,39.64202,-104.987333,"https://locations.pizzahut.com/co/englewood/4100-s-broadway,http://www.pizzahut.com/"
Dairy Queen,Decatur,39.819596,-88.881159,"http://dairyqueen.com/,http://www.dairyqueen.com/,https://www.dairyqueen.com/us-en/Locator/Detail/?localechange=1&store-id=1688"
KFC,Fort Lauderdale,26.155428,-80.257705,"https://www.kfc.com/store-locator?query=33322,http://www.kfc.com/"
SUBWAY,Daytona Beach,29.221246,-81.007681,"http://www.subway.com/,http://subway.com/"
White Castle,Festus,38.213106,-90.404111,http://www.whitecastle.com/
Bojangles Famous Chicken n Biscuits,Jacksonville,34.741191,-77.365087,http://www.becajun.com/
McDonalds,Daytona Beach,29.228303,-81.031528,"https://www.mcdonalds.com/us/en-us/location/FL/HOLLY-HILL/151-RIDGEWOOD-AVE/568.html?cid=RF:YXT:RoN::Clicks,http://mcdonalds.com/,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
SUBWAY,Highlands,29.816052,-95.056998,http://subway.com/
Dairy Queen,Gastonia,35.212087,-81.165155,http://www.dairyqueen.com/
Subway,Fort Lauderdale,26.100697,-80.134503,http://www.subway.com/
Panda North,Traverse City,44.733924,-85.616942,http://pandanorth.biz/
McDonalds,Pittsburgh,40.546334,-80.0164,"http://mcdonalds.com/,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,https://www.mcdonalds.com/us/en-us/location/PA/PITTSBURGH/7702-MC-KNIGHT-RD/4354.html?cid=RF:YXT:RoN::Clicks"
Waffle House,Peachtree City,33.395059,-84.588735,https://locations.wafflehouse.com/ga-peachtree-city-777
Dairy Queen,Birmingham,33.455456,-86.7355,"http://www.dairyqueen.com/,https://www.dairyqueen.com/us-en/Locator/Detail/?localechange=1&store-id=11117"
Subway,Prospect Heights,42.123537,-87.936546,"http://www.subway.com/,http://subway.com/"
McDonalds,Etters,40.153783,-76.819666,"http://mcdonalds.com/,https://www.mcdonalds.com/us/en-us/location/PA/ETTERS/56-ROBINHOOD-DR/10195.html?cid=RF:YXT:RoN::Clicks"
Carls Jr Green Burrito,Redondo Beach,33.872581,-118.374303,http://www.carlsjr.com/
McDonalds,Tampa,28.056236,-82.626124,http://mcdonalds.com/
Panera Bread,Winston-Salem,36.066487,-80.318384,"https://locations.panerabread.com/nc/winston-salem/100-hanes-square-shop-cir.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search,https://locations.panerabread.com/nc/winston-salem/100-hanes-square-shop-cir.html"
Dominos Pizza,Beaverton,45.447174,-122.791593,"http://www.dominos.com/,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps"
Subway,Clayton,35.662564,-78.497338,http://www.subway.com/
SONIC Drive In,Broken Arrow,36.046825,-95.848352,"https://locations.sonicdrivein.com/ok/broken-arrow/4700-w--houston-st.html,http://sonicdrivein.com/"
El Pollo Loco,Sherman Oaks,34.157996,-118.4246,"http://elpolloloco.com/,http://www.elpolloloco.com/"
Penn Station East Coast Subs,Cincinnati,39.127955,-84.519694,"http://www.penn-station.com/,http://penn-station.com/"
Pizza Hut,Kennewick,46.21224,-119.225041,"http://www.pizzahut.com/,https://locations.pizzahut.com/wa/kennewick/7605-w-deschutes-ave"
McDonalds,Chico,39.759287,-121.856615,http://mcdonalds.com/
SONIC Drive In,Katy,29.801436,-95.752706,https://locations.sonicdrivein.com/tx/katy/1955a-mason-road.html
Hardees Red Burrito,Acworth,34.081051,-84.65474,"http://www.hardees.com/,http://hardees.com/"
Taco Bell,Cypress,29.970083,-95.691602,http://www.tacobell.com/
ChickfilA,Greensboro,36.089747,-79.890347,http://www.chick-fil-a.com/guilfordcollege
Subway,Bismarck,46.810334,-100.731489,http://www.subway.com/
McDonalds,Tuscola,39.791164,-88.272307,"http://mcdonalds.com/,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
Burger Company,Charlotte,35.22942,-80.865772,"http://www.americanburgerco.com/,http://theburgercompany.com/"
Dunkin Donuts,Chicago,41.931961,-87.743771,"http://www.dunkindonuts.com/,http://www.baskinrobbins.com/,https://www.dunkindonuts.com/"
Skyline Chili,Springboro,39.562561,-84.254908,http://www.skylinechili.com/
Rallys,Hammond,41.590733,-87.480596,"https://locations.rallys.com/in/hammond/6735-indianapolis-blvd.,http://rallys.com/"
Checkers,Hempstead,40.709979,-73.615903,"https://locations.checkers.com/ny/hempstead/461-fulton-avenue,http://www.checkers.com/,https://www.checkers.com/"
Five Guys,Ranson,39.319443,-77.851612,http://fiveguys.com/
Taco Johns,Paducah,37.057129,-88.582167,"http://locations.tacojohns.com/ky/paducah/2201-bridge-street.html,https://locations.tacojohns.com/ky/paducah/2201-bridge-street.html,http://www.tacojohns.com/"
McDonald's,Pineville,36.76392,-83.70281,http://www.mcdonalds.com/
Wendy's,Elizabethtown,37.70878,-85.87333,"https://locations.wendys.com/united-states/ky/elizabethtown/806-north-dixie-highway,http://www.wendys.com/"
Taco Bell,Ashland,38.40808,-82.71555,"https://locations.tacobell.com/ky/ashland/9309-u-s--highway-60.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=K198013andutm_content=website,http://www.tacobell.com/"
Waffle House,Union City,33.566501,-84.53217,https://locations.wafflehouse.com/ga-union-city-877
Taco Mayo,Oklahoma City,35.434833,-97.42928,http://www.tacomayo.com/
McDonalds,Lake Orion,42.777602,-83.238725,http://mcdonalds.com/
Five Guys,Montgomery,32.359439,-86.165963,http://fiveguys.com/
Burger King,Montgomery,32.326515,-86.267537,"https://locations.bk.com/al/montgomery/2232-east-south-blvd.html,http://www.bk.com/"
Red Robin Gourmet Burgers and Brews,Southgate,42.198472,-83.21617,https://www.redrobin.com/
Subway Sandwiches,Alamogordo,32.884045,-105.960665,http://subway.com/
Wendys,Utica,43.110576,-75.218398,"https://locations.wendys.com/united-states/ny/utica/175-n-genessee-street,http://www.wendys.com/"
Jays Beef,Harwood Heights,41.960774,-87.787126,http://www.jaysbeef.com/
Dairy Queen,Lykens,40.56736,-76.699679,"https://www.dairyqueen.com/us-en/Locator/Detail/?localechange=1&store-id=7460,http://dairyqueen.com/"
Panda Express,Denver,39.713349,-105.132935,http://www.pandaexpress.com/
Steak n Shake,Cape Coral,26.669805,-81.938123,"https://www.steaknshake.com/,http://www.steaknshake.com/locations/23477-steak-n-shake-ne-pine-island-rd-cape-coral"
McDonalds,Greenville,40.082317,-84.633607,
Burger King,Mission,26.230332,-98.324404,http://www.bk.com/
Dairy Queen,Akron,41.085016,-81.466304,"https://www.dairyqueen.com/us-en/Locator/Detail/?localechange=1&store-id=14311,http://www.dairyqueen.com/"
Moes Southwest Grill,Prattville,32.459309,-86.397925,"http://www.moes.com/find-a-moes/alabama/prattville/627/,https://www.moes.com/"
Taco Bell,Knoxville,36.027736,-83.927478,"https://locations.tacobell.com/tn/knoxville/4854-n--broadway-st-.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=016498andutm_content=website,http://www.tacobell.com/"
Popeyes Louisiana Kitchen,Waipahu,21.37707,-158.025894,http://www.popeyes.com/
Burger King,Las Vegas,36.160129,-115.333447,http://www.bk.com/
Rallys,Bowling Green,36.988983,-86.42867,"https://locations.rallys.com/ky/bowling-green/640-us-31-w-bypass,http://rallys.com/"
Boston Market,Gurnee,42.384265,-87.961169,"http://www.bostonmarket.com/,https://www.bostonmarket.com/location/gurnee-il-528/?utm_source=Yextandutm_medium=clickandutm_campaign=listingsandutm_content=528"
Old Country Buffet,Bloomingdale,41.949922,-88.12181,"http://locations.buffet.com/IL/BLOOMINGDALE/0780/,http://www.oldcountrybuffet.com/"
